中央频道,#genre#
湖北卫视高清,http://v.mp.haue.edu.cn/hls/hbhd.m3u8
山东卫视高清,http://v.mp.haue.edu.cn/hls/sdhd.m3u8
重庆卫视高清,http://v.mp.haue.edu.cn/hls/cqhd.m3u8
纪实人文高清,http://v.mp.haue.edu.cn/hls/docuchina.m3u8
金鹰纪实高清,http://v.mp.haue.edu.cn/hls/gedocu.m3u8
福建东南卫视高清,http://v.mp.haue.edu.cn/hls/dnhd.m3u8
四川卫视高清,http://v.mp.haue.edu.cn/hls/schd.m3u8
河北卫视高清,http://v.mp.haue.edu.cn/hls/hebhd.m3u8
江西卫视高清,http://v.mp.haue.edu.cn/hls/jxhd.m3u8
河南卫视高清,http://v.mp.haue.edu.cn/hls/hnhd.m3u8
广西卫视高清,http://v.mp.haue.edu.cn/hls/gxhd.m3u8
吉林卫视高清,http://v.mp.haue.edu.cn/hls/jlhd.m3u8
中国教育电视台1高清,http://v.mp.haue.edu.cn/hls/cetv1hd.m3u8
海南卫视高清,http://v.mp.haue.edu.cn/hls/lyhd.m3u8
贵州卫视高清,http://v.mp.haue.edu.cn/hls/gzhd.m3u8
CGTN纪实高清,http://v.mp.haue.edu.cn/hls/cgtndochd.m3u8


河南教育标清频道,#genre#
CCTV-1综合,http://v.mp.haue.edu.cn/hls/cctv1.m3u8
CCTV-2财经,http://v.mp.haue.edu.cn/hls/cctv2.m3u8
CCTV-3综艺,http://v.mp.haue.edu.cn/hls/cctv3.m3u8
CCTV-4中文国际,http://v.mp.haue.edu.cn/hls/cctv4.m3u8
CCTV-5体育,http://v.mp.haue.edu.cn/hls/cctv5.m3u8
CCTV-6电影,http://v.mp.haue.edu.cn/hls/cctv6.m3u8
CCTV-7国防军事,http://v.mp.haue.edu.cn/hls/cctv7.m3u8
CCTV-8电视剧,http://v.mp.haue.edu.cn/hls/cctv8.m3u8
CCTV-9纪录,http://v.mp.haue.edu.cn/hls/cctv9.m3u8
CCTV-10科教,http://v.mp.haue.edu.cn/hls/cctv10.m3u8
CCTV-11戏曲,http://v.mp.haue.edu.cn/hls/cctv11.m3u8
CCTV-12社会与法,http://v.mp.haue.edu.cn/hls/cctv12.m3u8
CCTV-13新闻,http://v.mp.haue.edu.cn/hls/cctv13.m3u8
CCTV-14少儿,http://v.mp.haue.edu.cn/hls/cctv14.m3u8
CCTV-15音乐,http://v.mp.haue.edu.cn/hls/cctv15.m3u8
CGTN,http://v.mp.haue.edu.cn/hls/cctv16.m3u8
CCTV-17农业农村,http://v.mp.haue.edu.cn/hls/cctv17.m3u8
文化精品,http://v.mp.haue.edu.cn/hls/whjptv.m3u8
老故事,http://v.mp.haue.edu.cn/hls/lgstv.m3u8
北京卫视,http://v.mp.haue.edu.cn/hls/btv1.m3u8
北京文艺,http://v.mp.haue.edu.cn/hls/btv2.m3u8
北京科教,http://v.mp.haue.edu.cn/hls/btv3.m3u8
北京影视,http://v.mp.haue.edu.cn/hls/btv4.m3u8
北京财经,http://v.mp.haue.edu.cn/hls/btv5.m3u8
北京生活,http://v.mp.haue.edu.cn/hls/btv7.m3u8
北京青年,http://v.mp.haue.edu.cn/hls/btv8.m3u8
北京新闻,http://v.mp.haue.edu.cn/hls/btv9.m3u8
北京卡酷少儿,http://v.mp.haue.edu.cn/hls/btv10.m3u8
北京冬奥纪实,http://v.mp.haue.edu.cn/hls/btv11.m3u8
浙江卫视,http://v.mp.haue.edu.cn/hls/zjtv.m3u8
湖南卫视,http://v.mp.haue.edu.cn/hls/hunantv.m3u8
江苏卫视,http://v.mp.haue.edu.cn/hls/jstv.m3u8
东方卫视,http://v.mp.haue.edu.cn/hls/dftv.m3u8
深圳卫视,http://v.mp.haue.edu.cn/hls/sztv.m3u8
安徽卫视,http://v.mp.haue.edu.cn/hls/ahtv.m3u8
河南卫视,http://v.mp.haue.edu.cn/hls/hntv.m3u8
陕西卫视,http://v.mp.haue.edu.cn/hls/sxtv.m3u8
吉林卫视,http://v.mp.haue.edu.cn/hls/jltv.m3u8
广东卫视,http://v.mp.haue.edu.cn/hls/gdtv.m3u8
山东卫视,http://v.mp.haue.edu.cn/hls/sdtv.m3u8
湖北卫视,http://v.mp.haue.edu.cn/hls/hbtv.m3u8
河北卫视,http://v.mp.haue.edu.cn/hls/hebtv.m3u8
西藏卫视,http://v.mp.haue.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://v.mp.haue.edu.cn/hls/nmtv.m3u8
青海卫视,http://v.mp.haue.edu.cn/hls/qhtv.m3u8
四川卫视,http://v.mp.haue.edu.cn/hls/sctv.m3u8
天津卫视,http://v.mp.haue.edu.cn/hls/tjtv.m3u8
山西卫视,http://v.mp.haue.edu.cn/hls/sxrtv.m3u8
辽宁卫视,http://v.mp.haue.edu.cn/hls/lntv.m3u8
厦门卫视,http://v.mp.haue.edu.cn/hls/xmtv.m3u8
新疆卫视,http://v.mp.haue.edu.cn/hls/xjtv.m3u8
黑龙江卫视,http://v.mp.haue.edu.cn/hls/hljtv.m3u8
云南卫视,http://v.mp.haue.edu.cn/hls/yntv.m3u8
江西卫视,http://v.mp.haue.edu.cn/hls/jxtv.m3u8
福建东南卫视,http://v.mp.haue.edu.cn/hls/dntv.m3u8
贵州卫视,http://v.mp.haue.edu.cn/hls/gztv.m3u8
宁夏卫视,http://v.mp.haue.edu.cn/hls/nxtv.m3u8
甘肃卫视,http://v.mp.haue.edu.cn/hls/gstv.m3u8
重庆卫视,http://v.mp.haue.edu.cn/hls/cqtv.m3u8
兵团卫视,http://v.mp.haue.edu.cn/hls/bttv.m3u8
延边卫视,http://v.mp.haue.edu.cn/hls/ybtv.m3u8
三沙卫视,http://v.mp.haue.edu.cn/hls/sstv.m3u8
海南卫视,http://v.mp.haue.edu.cn/hls/lytv.m3u8
CHC家庭影院,http://v.mp.haue.edu.cn/hls/chctv.m3u8
CHC动作电影,http://v.mp.haue.edu.cn/hls/chcatv.m3u8
金鹰卡通,http://v.mp.haue.edu.cn/hls/jykttv.m3u8
优漫卡通,http://v.mp.haue.edu.cn/hls/ymkttv.m3u8
新动漫,http://v.mp.haue.edu.cn/hls/xdmtv.m3u8
探案剧场,http://v.mp.haue.edu.cn/hls/tajctv.m3u8
辽宁影视剧,http://v.mp.haue.edu.cn/hls/lnysjtv.m3u8
辽宁体育,http://v.mp.haue.edu.cn/hls/lntytv.m3u8
中国教育电视台1,http://v.mp.haue.edu.cn/hls/cetv1.m3u8
中国教育电视台3,http://v.mp.haue.edu.cn/hls/cetv3.m3u8
中国教育电视台4,http://v.mp.haue.edu.cn/hls/cetv4.m3u8
山东教育电视台,http://v.mp.haue.edu.cn/hls/sdetv.m3u8

河南教育特色频道,#genre#
清华电视台,http://v.mp.haue.edu.cn/hls/tsinghuatv.m3u8
凤凰资讯,http://v.mp.haue.edu.cn/hls/fhzx.m3u8
凤凰中文,http://v.mp.haue.edu.cn/hls/fhzw.m3u8
凤凰电影,http://v.mp.haue.edu.cn/hls/fhdy.m3u8
Discovery,http://v.mp.haue.edu.cn/hls/discovery.m3u8
国家地理,http://v.mp.haue.edu.cn/hls/natlgeo.m3u8
Channel V,http://v.mp.haue.edu.cn/hls/channelv.m3u8
星空卫视,http://v.mp.haue.edu.cn/hls/startv.m3u8
Star Sports,http://v.mp.haue.edu.cn/hls/starsports.m3u8

河南教育广播,#genre#
央广中国之声,http://v.mp.haue.edu.cn/hls/cnrzgzsgb.m3u8
央广经济之声,http://v.mp.haue.edu.cn/hls/cnrjjzsgb.m3u8
央广音乐之声,http://v.mp.haue.edu.cn/hls/cnryyzsgb.m3u8
央广都市之声,http://v.mp.haue.edu.cn/hls/cnrdszsgb.m3u8
央广文艺之声,http://v.mp.haue.edu.cn/hls/cnrwyzsgb.m3u8
央广娱乐广播,http://v.mp.haue.edu.cn/hls/cnrylgb.m3u8
央广交通广播,http://v.mp.haue.edu.cn/hls/cnrjtgb.m3u8
央广香港广播,http://v.mp.haue.edu.cn/hls/cnrxgzsgb.m3u8
北京新闻,http://v.mp.haue.edu.cn/hls/bjxwgb.m3u8
北京故事广播,http://v.mp.haue.edu.cn/hls/bjgsgb.m3u8
北京文艺广播,http://v.mp.haue.edu.cn/hls/bjwygb.m3u8
北京城市,http://v.mp.haue.edu.cn/hls/bjcsgb.m3u8
北京体育,http://v.mp.haue.edu.cn/hls/bjtygb.m3u8
北京交通,http://v.mp.haue.edu.cn/hls/bjjtgb.m3u8
北京音乐,http://v.mp.haue.edu.cn/hls/bjyygb.m3u8
